ID,Text,Labels
1664,你上课老啊? __eou__ 恩，没想到作业真的要做死人。太不习惯老！！ __eou__ 哈哈明天来学校看望你们!! __eou__ 你是回来汇考，顺便看望我们的。 __eou__ 哈哈这是个不能说的秘密~,63161
1665,我之前看过富得利好像有一款法橡的做人字拼的淘宝上的话宅匠的也不错的 __eou__ 超级贵富得利500多一平米 __eou__ 这么贵啊我之前看的那款三百多一平呢 __eou__ 主要我不要那种颜色深的像偏灰一丢丢的 __eou__ 哦哦那最好还是实体店里挑颜色比较直观 __eou__ 我喜欢浅一点的。其他的都很深很多年前那种老的。,266662
1666,所以说，人就是站到那个位置，才能体会到哪个位置的工作性能及付出！ __eou__ 是啊，但现在群里全是各种经理吹嘘拍马，看着真的不要太难受 __eou__ 这是成长的路，之前做不来，吃了好多亏 __eou__ 是啊，难受有些话还是的说，可还是难受，夸我还好点 __eou__ :对啊，你夸别人别人也会觉得好,65636
1667,你不说我都没看出来 __eou__ 说实话我也是发前看了下大图体味了下才 __eou__ 这哥哥的恋爱经历也是让人有点 __eou__ 真觉得p的girlfriend一个找的比一个丑lily多好看啊 __eou__ 先不说换的快这个，这找女朋友感觉越来越看重身材了之前那个妹子长得又高又可爱,66662
1668,每天就学习学习学习的我 __eou__ 快了。真的。你看我每天无聊死了 __eou__ 我每天都忙死了 __eou__ 忙了挺好的。过得充实 __eou__ 呵呵哒，背书背的我都要吐了，来来来，我和你换换,63323
1669,明哥。今年有你的生日祝福我圆满了哈哈哈哈哈 __eou__ 紫芋，那我先祝你生日快乐！希望灏明看到你的留言。 __eou__ 哈哈灏明送机时跟我说过了。我生日已经过了。谢谢你 __eou__ 那你就圆满了啊，幸福的傻妞！呵呵，那迟到的祝福也送给你。呵呵，天天开心，美美的紫芋。,1222
1670,看着就是p的，你发图可要讲良心啊，乱p只是显现出个人素质的底下 __eou__ 这光线问题也被你说成p你还是先提高自己的知识水平吧不过说不定左边那堆垃圾也是p上去的 __eou__ 脚都是悬空的尼玛 __eou__ 一只脚不悬空你如何走路 __eou__ 我真想揍你们这种p图还嘴硬的人,55555
1671,你还没好啊 __eou__ 没有啊。????毛巾用完没有啊？ __eou__ 哈哈，没得，还有辣么多那你早点恢复嫩嫩的皮肤哦 __eou__ 嘻嘻！貌似要一年才能恢复我的痘印啊,6611
1672,太帅，已经被俘虏了 __eou__ 说英文的时候更突显帅哈哈 __eou__ 你说得太对了 __eou__ 是老胡自己说的吧，不是配音吧？,2226
1673,只有和师哥在一起的时候，他才是小庄，不用装酷，可以享受被照顾 __eou__ 说好的在熟悉的人面前也要保持警惕呢 __eou__ 暴露自己在意的东西，会让敌人看清你的弱点 __eou__ 哈哈哈哈所以我爱强强啊，你的弱点和你一样强 __eou__ 就无所谓弱不弱点了，都强～,66616
1674,看来你恨嫁了 __eou__ 不清楚、周围氛围太浓厚的缘故吧 __eou__ 我去了！今年回家各种问要不要相亲要不要介绍对象，各种姿势中枪 __eou__ 哈哈、其实相亲挺好挺靠谱,6661
1675,启禀皇上，紫禁年久失修，破败不堪，臣以为皇上可申请牙刷专利，以此筹得资金，小修小补便可 __eou__ 牙刷专利一事，朕本想过些天与众爱卿商议，给众卿一个惊喜，爱卿这时说出来不妥吧 __eou__ 以陛下明智，惊喜总会有的而且臣才不会告诉陛下，臣方才算出百年之后，此殿必成旅游景点，万国来朝，众民钦拜 __eou__ 爱卿如此厉害，可否帮朕算算大明命运如何？,6666
1676,人家随便玩谁??关你屁事??吃的不多管的多 __eou__ 那敢问他骂别人又和您有什么关系呢 __eou__ 那么和你有什么关系？ __eou__ 和我没关系啊，只是你这句话和你言语相冲突，提醒你一下,5555
1677,你说这话，真心对不起我们的劳动！抛开一切，我们这些人教人滑雪，怎么就得让你骂mlgb！ __eou__ 只问你一个简单问题你知道冬奥会在哪举办吗 __eou__ 你说哪年的？孩子 __eou__ 冬奥会临近了你说哪年,5656
1678,一天不见，你受啥子刺激咯 __eou__ 你都不关心我 __eou__ 我这儿不是来关心你咯，需要我把你老公喊过来安慰你不 __eou__ 我的天！你这个恩爱秀得我给你一百分！,6366
1679,倒霉程度取决于包的价格 __eou__ 那应该不算最倒霉??包内袋里面翻了汤是不是最好去专卖店让它清洗？ __eou__ 专卖店免费提供这个服务吗？最好要洗一下吧不然多恶心 __eou__ 应该提供？对哦我也觉得…,6656
1680,这位先生，老年卡是办理到下午五点，普卡只能办理到4点，每个单位都有自己的实际情况，往相互理解 __eou__ 实际情况4点工作人员闲坐着聊天 __eou__ 四点钟不能再充普卡是公司的规定，而你却为此在公众平台开口骂人，像你这样的人只是一个没有道德底线的人。 __eou__ 你上大号我跟你好好聊聊。躲在阴暗角落用小号上来逼逼算什么本事 __eou__ 和你这种没教养的人说降低我的品味！,66555
1681,生活就是枯燥而无味 __eou__ 无趣也不出来聊天了你们都过得有意思 __eou__ 我的也没意思，每天好机械 __eou__ 天天儿也是没劲 __eou__ 感觉只是为了赚钱而每天的行尸走肉，还是大学好，上完课回去睡觉看电视看电影吃饭，生活滋味得很,36333
1682,不错不错来你这蹭点运气 __eou__ 放心，你会挂的 __eou__ 我挂的话就去找你 __eou__ 好啊，我等着你,6666
1683,都不祝福我不过想想我也没什么好祝福的。 __eou__ 女神自然是不需要再赘述什么祝福的 __eou__ 能不能少来这套，我觉得又郁闷又压抑的。 __eou__ 哈哈，那就祝你开心一点 __eou__ 哈哈，好吧，我收了。真羡慕真真开心的人，我却只能做到礼貌性开心。 __eou__ 我也是，好不开心 __eou__ 我觉得我好丧，还要努力表现的很乐观。 __eou__ 找几个好朋友，赶紧开心起来吧,62321332
1684,活该'''还我和嘟嘟的维他奶'''不然不能睡觉''' __eou__ 好吧，我忍，不睡觉。 __eou__ 屁屁'''你还是睡啦！'''哼'''你输惨了！ __eou__ 今天真没睡！之前的我就认了，真的！,6666
1685,信封上写上庄囧囧 __eou__ 非好十三了，我跟你说!伴娘统一低胸，红色列队!狗哥跟什么似的，拿着羽毛笔狂叫:签字，签字! __eou__ 狗一向被你鄙视的 __eou__ 真的很恶心，想到他毛笔写的情书咧!,6655
1686,每次看到你的定位都有一种莫名的不爽 __eou__ 谭老师您好，谭老师您辛苦了 __eou__ 这位同学请到门外去罚站 __eou__ 老师您绰号是不是某饼干牌子？ __eou__ 我的绰号是美女老师,56666
1687,我发现你想买的东西都是我想卖的东西哈哈哈 __eou__ 好好好你赶紧做起来我愿意给你宣传哈哈哈哈哈 __eou__ 这个带子我妈朋友家卖手机壳的巨好看 __eou__ 这个图是我拍的呀，我有这个带子了,1126
1688,我们学校也是，太肥了，可吓人了 __eou__ 我想把它们都抓起来吊打 __eou__ 每天晚上回宿舍楼时总会被吓到 __eou__ 夜里面叫个不停，特别吵， __eou__ 我到南京后开始神经衰弱了,45453
1689,最下面三张好看！！！ __eou__ 嘻嘻我最爱最后一张，黑漆漆的教室里有绿绿的树～ __eou__ 对的色彩很鲜明技术hin好哦 __eou__ 嘻嘻。亮度最低，饱和度最高balabala,2221
1690,我曾经也处于老爷爷老奶奶这种境况，杀千刀的想剐了车主，烧个炸的不知道自己有几根毛 __eou__ 就是，自己在非机动车道还恨不得飞起来呢 __eou__ 卡不吧，很气人 __eou__ 对，也不知道素质丢哪儿了,5555
1691,看着不错啊！！ __eou__ 吃着也还不错！淘宝好欢螺，你值得拥有！ __eou__ 超级喜欢螺蛳粉的！ __eou__ 我是看吃播看多了超好奇味道，特意买了几包 __eou__ 在澳洲的时候天天晚上吃这个，一点都吃不腻，最后还深深爱上了这个味道！ __eou__ 哈哈哈哈哈，怪不得，是不是拯救了你被澳洲食物百般折磨的胃,222621
1692,是啊！能用钱解决的事否不叫事 __eou__ 老公、我很气愤很气愤！现在的小朋怎么都那么狂勒、讨厌死了 __eou__ 你都说是小朋友了！那就是小朋友咯，小朋友懂什么道理？看开点啊！别气坏了！伤身体 __eou__ 他道歉了！看他怎么狂！,6565
1693,我觉得这家烧烤吃好吃 __eou__ 你都看出来我吃的哪家了呀，厉害 __eou__ 爽der皮嘛？学校外面就这家好吃 __eou__ 对，就是这家，我也觉得这家好吃，价格也还算合适 __eou__ 是的煮啤酒好喝,22222
1694,然而那些个腾空的还是很厉害，例如第一张 __eou__ 第一张好难啊，能做到的都是大神 __eou__ 是呀，所以就算拆穿了也做不到 __eou__ 拆穿了我能做到第三张,2266
1695,如愿以偿合影啦，斯律那么好的字被你拍残了 __eou__ 酒店光线不好，明天白天重拍，这么好的字必须拍好 __eou__ 你这是去上海出差顺道拜访大律？ __eou__ 不不，专程拜访大律顺道办事,6266
1696,泰国你不是去过了嘛 __eou__ 上次带孩子去么进行，想再去次，有兴趣哇 __eou__ 5月份刚去过，准备9月份去张家界 __eou__ 么孩子真开心啊,6666
1697,现在才看到奥· __eou__ 好吧，你敢忽视我，短信也不回 __eou__ 姐，我在家呆了七天，停机七天，我门都没有出，我家天天来人唉！！！！才交话费马上与你联系 __eou__ 哦哦！悲剧！,6333
1698,所以??现在是你恋爱了？ __eou__ 准确来讲是她想分手了但是我不想谈恋爱，所以不想互相影响 __eou__ 我理解了??意思就是你有人追 __eou__ 哈哈哈哈，你这个理解力我想给你一万分然鹅并不是,6661
1699,clot的衣服吗？这模特比着clot天猫的好太多了。 __eou__ 对clot的谢谢夸奖哈哈哈 __eou__ 本人啊。真的很帅气。我觉得很符合clot的风格哈哈。讲真可以跟edc说说换个模特了 __eou__ 如果能当clot的模特那可太牛逼了！,2122
1700,在台下默默看着你拿大奖哈哈 __eou__ 嘻嘻嘻嘻运气好了啦 __eou__ 超有气质，希望以后有机会合作 __eou__ 希望有机会可以合作呢,1121
1701,这有点夸张了，相机曝光有问题，肯定对着最亮的地方测光。如果对着太阳测光，在哪里我都能把白天拍成这样。 __eou__ 人家手机拍的好吧，你看看路灯是不是也打开了 __eou__ 手机也可以设定测光点的，只要对着路灯、车灯测光就能把天拍黑了。 __eou__ 可是路灯和车灯看上去很远，看角度也不象对着阳光，从房间的窗户上向外拍的,6666
1702,特别好奇的问问，图三的花盆在哪里买的，有链接吗 __eou__ 绿色那个吗？超便宜，打半价，淘宝名瓷工 __eou__ 对就那个蓝绿色带斑点的，谢了啊 __eou__ 景德镇的，他家东西挺不错，价格便宜，我们单位同事都他家买。几块钱一个超好！素陶2.3块，4.5块的都挺好 __eou__ 没找到你这款，店铺名称，瓷工花匠不对吗？,62226
1703,我能穿下么？ __eou__ 我的脚没大，已经恢复了36、37。以前的鞋子全部ok。这个是因为店家改了码，拿捏错了 __eou__ 好看我也想买你穿不下估计我也穿不下不然你可以转给我 __eou__ 身边就是没有比我脚小一号的都是常规38…,6666
1704,上闲鱼买赔给别人的哈哈哈哈 __eou__ 服吗万事万物都有原因的jb人品吧给人家弄坏了上我这找平衡来了 __eou__ 他穷他有理我们也不做慈善的啊弟儿 __eou__ 体谅学生不容易马上给你上演哭穷,1533
1705,你国这么便宜，当然买了 __eou__ 那么说速汇金的收购阿里不应该失败！这怎么解释？ __eou__ 没看到公司董事全票通过，美国政府不同意啊，它担心自己的信息安全，外交部都抗议了，麻烦多读书，多看报。 __eou__ 我当然知道！那么键盘侠们！不要乱黑阿里说用钱就能解决了！,6665
1706,别做梦了，我都玩了一年了，那么多号，从来！没有！一个！超过+3！的六星双速，这是我最大的怨念 __eou__ 你这种随便强都能强到速度上的人怎么会… __eou__ 是啊其他位置都是+14以上的，因为双速胚子就少所以，抱着我的镰鼬暴风哭泣 __eou__ 会有的会有的,3636
1707,练这些都没用了，改练乒乓球吧 __eou__ 然而我乒乓球打的再好也没什么卵用不是么 __eou__ 偶像男神的力量是伟大的 __eou__ 我默默的喜欢就好了,6622
1708,哈哈，好乖了，和我们看到滴一模一样呢，灰常感谢呢 __eou__ 不谢哈，你明天还去上班不喔？跟不跟我一起走喃？ __eou__ 肯定和你一起走三：） __eou__ 乖乖明天早上我们去吃德克士哈。买了就走。,2661
1709,不要对你家的公司再抱有希望了，这种公司的不行的。 __eou__ 我真的对这鬼公司无语了我今晚真的被这消息搞气愤了 __eou__ 淡定了，这公司不行的，再这么下去，你家迟早会被拖垮的 __eou__ 现在能怎么样看合约什么时候到期我现在只有祝福了,5556
1710,为什么呢，他们只是好心吧 __eou__ 以自己狭隘的认知和虚荣的爱伤害可怜的人 __eou__ 我觉得因为自杀而让别人受伤丧命的人是不可饶恕的，但救助者是自愿的，不是吗 __eou__ 当然因为自杀牵连到无辜的人应该悄悄的彻底的死干净,6565
1711,亲爱滴，还没有好么 __eou__ 现在是喉咙痛，我怕失声。 __eou__ 不会的，这种事情我不会让它发生滴 __eou__ 这两天每天起床第一件事先试一下能不能发出声音。,2466
1712,那个抽签的都是好的 __eou__ 不吧在我前面抽的那个小姐姐应该不好的所以它就把它打结在上面了 __eou__ 我抽了几次，都是大吉 __eou__ 总之好就很好,2622
1713,分一只还可以做朋友 __eou__ 这狗很不好养的 __eou__ 我也就说说，要养好一条狗压力很大的 __eou__ 我自己都快养不活了,6633
1714,你跟着吃就好啦 __eou__ q哥这个肯定是品质不太好的西瓜～扔了可惜，不如喂狗～ __eou__ q自己赚口粮啦，欣慰吧 __eou__ 要是自己会切就好了~ __eou__ 自己用挖球器挖好一个甜甜的西瓜端给你说妈妈吃瓜？？？ __eou__ 然后还会收拾屋子，拖地洗衣服晾衣服的话就是一条完美的狗了~ __eou__ 完美的狗保姆，那是q养了你吗 __eou__ 说的跟笨q能做到一样~,66666666
